,회사ID,연매출액,월별_연금보험료,월별_직원수,년월,연매출액_변화량,월별_직원수_변화량
2109,303178,6256990,3247880,19,201606,0,0
18209,303178,6256990,3691780,19,201607,0,0
67574,303178,6256990,4505380,23,201608,0,4
82268,303178,6256990,4913460,24,201609,0,1
69070,303178,6256990,4805460,23,201610,0,-1
58702,303178,6256990,4463460,21,201611,0,-2
27336,303178,6256990,3030220,15,201612,0,-6
96138,303178,7342694,3497580,17,201701,1085704,2
83337,303178,7342694,3497580,17,201702,0,0
97876,303178,7342694,3281580,16,201703,0,-1
78031,303178,7342694,2856000,13,201704,0,-3
14213,303178,7342694,2856000,13,201705,0,0
25027,303178,7342694,2640000,12,201706,0,-1
17365,303178,7342694,2853160,11,201707,0,-1
62871,303178,7342694,2992660,12,201708,0,1
92570,303178,7342694,2992660,12,201709,0,0
16727,303178,7342694,3100660,13,201710,0,1
46882,303178,7342694,2483000,10,201711,0,-3
14078,303178,7342694,2483000,10,201712,0,0
66407,303178,11431955,2483000,10,201801,4089261,0
36241,303178,11431955,2887100,11,201802,0,1
89477,303178,11431955,2887100,11,201803,0,0
23092,303178,11431955,3067100,12,201804,0,1
84442,303178,11431955,3634100,16,201805,0,4
8979,303178,11431955,2933820,12,201806,0,-4
77566,303178,11431955,4262720,18,201807,0,6
40855,303178,11431955,2831640,12,201808,0,-6
87206,303178,11431955,2627520,11,201809,0,-1
96208,303178,11431955,2346000,9,201810,0,-2
2497,303178,11431955,2938200,11,201811,0,2
684,303178,11431955,2096880,9,201812,0,-2
27943,220782,223292,320460,4,201511,0,0
5535,220782,223292,320460,4,201512,0,0
8962,220782,268260,320460,4,201601,44968,0
60551,220782,268260,320460,4,201602,0,0
8985,220782,268260,320460,4,201603,0,0
48164,220782,268260,239460,3,201604,0,-1
11477,220782,268260,239460,3,201605,0,0
87709,220782,268260,239460,3,201606,0,0
23373,220782,268260,239460,3,201607,0,0
45852,220782,268260,239460,3,201608,0,0
12940,220782,268260,239460,3,201609,0,0
50243,220782,268260,239460,3,201610,0,0
11736,220782,268260,239460,3,201611,0,0
35754,220782,268260,239460,3,201612,0,0
8929,220782,863404,267280,3,201801,595144,0
23102,220782,863404,267280,3,201802,0,0
89433,220782,863404,267280,3,201803,0,0
36192,220782,863404,267280,3,201804,0,0
56037,220782,863404,267280,3,201805,0,0
91,220782,863404,267280,3,201806,0,0
59447,220782,863404,630000,4,201807,0,1
55550,220782,863404,783000,5,201808,0,1
64740,220782,863404,783000,5,201809,0,0
78882,220782,863404,630000,4,201810,0,-1
340,220782,863404,630000,4,201811,0,0
34080,220782,863404,630000,4,201812,0,0
78649,470233,6761997,18998520,136,201511,0,0
28009,470233,6761997,19432680,141,201512,0,5
58871,470233,6190677,20777760,156,201601,-571320,15
96351,470233,6190677,22076480,170,201602,0,14
82492,470233,6190677,21947060,168,201603,0,-2
87074,470233,6190677,21639720,166,201604,0,-2
42421,470233,6190677,21057600,160,201605,0,-6
98094,470233,6190677,21068060,161,201606,0,1
15956,470233,6190677,23486280,162,201607,0,1
85042,470233,6190677,23169300,160,201608,0,-2
23719,470233,6190677,22732800,156,201609,0,-4
6203,470233,6190677,22789980,157,201610,0,1
65159,470233,6190677,24660500,174,201611,0,17
41986,470233,6190677,25261260,179,201612,0,5
65758,470233,6753271,25070220,179,201701,562594,0
21990,470233,6753271,24147840,172,201702,0,-7
92406,470233,6753271,24157180,172,201703,0,0
93116,470233,6753271,23818160,170,201704,0,-2
86853,470233,6753271,24328820,174,201705,0,4
61807,470233,6753271,24200940,173,201706,0,-1
4740,470233,6753271,26299080,169,201707,0,-4
21766,470233,6753271,27547640,179,201708,0,10
66108,470233,6753271,27277100,177,201709,0,-2
40040,470233,6753271,28173240,185,201710,0,8
52242,470233,6753271,26681600,174,201711,0,-11
44601,470233,6753271,26996240,177,201712,0,3
78662,239455,1652948,1342680,9,201511,0,0
9903,239455,1652948,1342680,9,201512,0,0
72117,239455,2037345,1342680,9,201601,384397,0
31635,239455,2037345,1342680,9,201602,0,0
25503,239455,2037345,2708300,17,201603,0,8
69458,239455,2037345,2812340,17,201604,0,0
93743,239455,2037345,2554940,16,201605,0,-1
30992,239455,2037345,2425320,15,201606,0,-1
93951,239455,2037345,2304380,14,201607,0,-1
17471,239455,2037345,2304380,14,201608,0,0
62536,239455,2037345,2565380,15,201609,0,1
1173,239455,2037345,2687420,16,201610,0,1
63999,239455,2037345,2458460,14,201611,0,-2
64343,239455,2037345,2600660,15,201612,0,1
57732,239455,1888773,3278100,15,201801,-148572,0
92904,239455,1888773,3189900,15,201802,0,0
47160,239455,1888773,3189900,15,201803,0,0
55165,239455,1888773,3189900,15,201804,0,0
69106,239455,1888773,3448200,16,201805,0,1
20152,239455,1888773,3258300,15,201806,0,-1
34246,239455,1888773,3274760,14,201807,0,-1
38074,239455,1888773,3274760,14,201808,0,0
58060,239455,1888773,3274760,14,201809,0,0
65683,239455,1888773,3274760,14,201810,0,0
96899,239455,1888773,3274760,14,201811,0,0
92455,239455,1888773,3253240,14,201812,0,0
27892,138982,6689176,5530720,37,201511,0,0
70773,138982,6689176,5165600,35,201512,0,-2
24412,138982,6505403,5399600,37,201601,-183773,2
8585,138982,6505403,5399600,37,201602,0,0
88933,138982,6505403,5259300,36,201603,0,-1
66593,138982,6505403,5262180,36,201604,0,0
45336,138982,6505403,4924780,34,201605,0,-2
49478,138982,6505403,5347780,36,201606,0,2
20034,138982,6505403,5637200,36,201607,0,0
73094,138982,6505403,6132200,39,201608,0,3
21354,138982,6505403,6258200,40,201609,0,1
96908,138982,6505403,6672200,43,201610,0,3
54425,138982,6505403,6543680,42,201611,0,-1
72036,138982,6505403,6246500,40,201612,0,-2
68838,138982,8186334,6351800,41,201701,1680931,1
20498,138982,8186334,6351800,41,201702,0,0
7190,138982,8186334,6351800,41,201703,0,0
59126,138982,8186334,6252800,40,201704,0,-1
22512,138982,8186334,6252800,40,201705,0,0
45260,138982,8186334,6496160,42,201706,0,2
84329,138982,8186334,7443100,45,201707,0,3
32257,138982,8186334,7335100,44,201708,0,-1
70900,138982,8186334,7194440,43,201709,0,-1
48078,138982,8186334,7333140,43,201710,0,0
30782,138982,8186334,6801240,39,201711,0,-4
89754,138982,8186334,6796560,39,201712,0,0
63437,265861,351521,631880,5,201511,0,0
74793,265861,351521,543140,4,201512,0,-1
21541,265861,1200705,543140,4,201601,849184,0
78308,265861,1200705,543140,4,201602,0,0
49337,265861,1200705,543140,4,201603,0,0
74776,265861,1200705,543140,4,201604,0,0
49773,265861,1200705,453140,3,201605,0,-1
55234,265861,1200705,453140,3,201606,0,0
4028,265861,1200705,551240,4,201607,0,1
28376,265861,1200705,551240,4,201608,0,0
34278,265861,1200705,551240,4,201609,0,0
88753,265861,1200705,551240,4,201610,0,0
69970,265861,1200705,641240,5,201611,0,1
11866,265861,1200705,599220,5,201612,0,0
27539,265861,912028,440100,3,201801,-288677,-2
8328,265861,912028,440100,3,201802,0,0
29922,265861,912028,440100,3,201803,0,0
22909,265861,912028,440100,3,201804,0,0
69977,265861,912028,440100,3,201805,0,0
98129,265861,912028,440100,3,201806,0,0
43759,265861,912028,364140,3,201807,0,0
28410,265861,912028,364140,3,201808,0,0
52446,265861,912028,364140,3,201809,0,0
76182,265861,912028,364140,3,201810,0,0
71049,265861,912028,364140,3,201811,0,0
63430,206024,1123729,1421440,6,201511,0,0
21468,206024,1123729,1421440,6,201512,0,0
5816,206024,314591,1194280,5,201601,-809138,-1
21734,206024,314591,1424680,6,201602,0,1
43523,206024,314591,1424680,6,201603,0,0
5516,206024,314591,1424680,6,201604,0,0
24084,206024,314591,1424680,6,201605,0,0
1270,206024,314591,1318940,6,201606,0,0
33513,206024,314591,1463840,6,201607,0,0
53555,206024,314591,1463840,6,201608,0,0
43497,206024,314591,1131020,5,201609,0,-1
26699,206024,314591,873620,4,201610,0,-1
4052,206024,314591,873620,4,201611,0,0
95448,206024,314591,873620,4,201612,0,0
12530,206024,569592,873620,4,201701,255001,0
19819,206024,569592,873620,4,201702,0,0
97071,206024,569592,873620,4,201703,0,0
97523,206024,569592,1109060,5,201704,0,1
81242,206024,569592,1109060,5,201705,0,0
95177,206024,569592,1109060,5,201706,0,0
53903,206024,569592,1083780,5,201707,0,0
16620,206024,569592,933300,4,201708,0,-1
4488,206024,569592,1176300,5,201709,0,1
66310,206024,569592,933300,4,201710,0,-1
49385,206024,569592,933300,4,201711,0,0
1662,206024,569592,933300,4,201712,0,0
27808,299711,4291403,4022240,17,201511,0,0
55220,299711,4291403,4022240,17,201512,0,0
73045,299711,4138717,4006500,17,201601,-152686,0
5614,299711,4138717,4771760,22,201602,0,5
66183,299711,4138717,4984340,23,201603,0,1
69998,299711,4138717,5344340,25,201604,0,2
72386,299711,4138717,5692280,27,201605,0,2
52109,299711,4138717,5692280,27,201606,0,0
48535,299711,4138717,5572580,25,201607,0,-2
90248,299711,4138717,5419580,24,201608,0,-1
64614,299711,4138717,5010080,22,201609,0,-2
46094,299711,4138717,4833400,21,201610,0,-1
82576,299711,4138717,5052460,22,201611,0,1
49922,299711,4138717,5997460,27,201612,0,5
24507,299711,3545263,5847520,27,201701,-593454,0
12170,299711,3545263,6639520,31,201702,0,4
87651,299711,3545263,5913760,28,201703,0,-3
81078,299711,3545263,6855700,32,201704,0,4
34938,299711,3545263,6688120,31,201705,0,-1
95859,299711,3545263,6301120,29,201706,0,-2
42247,299711,3545263,8330680,34,201707,0,5
9942,299711,3545263,7546980,31,201708,0,-3
23439,299711,3545263,7286880,30,201709,0,-1
20146,299711,3545263,5140120,20,201710,0,-10
53592,299711,3545263,5410120,21,201711,0,1
62520,299711,3545263,4847620,19,201712,0,-2
42518,299711,4032052,3790300,14,201801,486789,-5
81311,299711,4032052,3790300,14,201802,0,0
43072,299711,4032052,3790300,14,201803,0,0
95881,299711,4032052,3790300,14,201804,0,0
2932,299711,4032052,3790300,14,201805,0,0
33890,299711,4032052,3790300,14,201806,0,0
77054,299711,4032052,4093960,14,201807,0,0
65026,299711,4032052,4336960,15,201808,0,1
34079,299711,4032052,4579960,16,201809,0,1
19156,299711,4032052,4278640,15,201810,0,-1
42718,299711,4032052,4034480,14,201811,0,-1
38448,299711,4032052,4221940,15,201812,0,1
28116,126814,421492545,116361880,504,201511,0,0
24210,126814,421492545,120877200,535,201512,0,31
1238,126814,399262755,119412840,531,201601,-22229790,-4
12005,126814,399262755,121694800,541,201602,0,10
61158,126814,399262755,118029320,513,201603,0,-28
15843,126814,399262755,124947060,560,201604,0,47
63496,126814,399262755,123599800,559,201605,0,-1
92780,126814,399262755,126880320,576,201606,0,17
32316,126814,399262755,135182800,564,201607,0,-12
54690,126814,399262755,129979700,529,201608,0,-35
83474,126814,399262755,127440900,520,201609,0,-9
26116,126814,399262755,126768540,518,201610,0,-2
66453,126814,399262755,127849640,524,201611,0,6
22234,126814,399262755,127164680,519,201612,0,-5
77189,126814,625604516,126563960,512,201701,226341761,-7
54217,126814,625604516,125543340,510,201702,0,-2
62266,126814,625604516,124064160,506,201703,0,-4
41370,126814,625604516,122530520,504,201704,0,-2
25748,126814,625604516,122747440,503,201705,0,-1
23497,126814,625604516,124991160,513,201706,0,10
22646,126814,625604516,136207340,514,201707,0,1
11597,126814,625604516,133849640,509,201708,0,-5
17349,126814,625604516,131224660,500,201709,0,-9
68936,126814,625604516,132820000,505,201710,0,5
93531,126814,625604516,134794660,511,201711,0,6
84576,126814,625604516,134726040,514,201712,0,3
8878,126814,627641511,136360600,524,201801,2036995,10
54501,126814,627641511,143702560,567,201802,0,43
84086,126814,627641511,144548520,571,201803,0,4
68905,126814,627641511,149564400,604,201804,0,33
99317,126814,627641511,148514140,593,201805,0,-11
60140,126814,627641511,150229980,603,201806,0,10
94103,126814,627641511,155900700,601,201807,0,-2
51162,126814,627641511,155654100,599,201808,0,-2
50115,126814,627641511,152291340,579,201809,0,-20
56988,126814,627641511,145560640,550,201810,0,-29
15061,126814,627641511,144757160,539,201811,0,-11
40878,126814,627641511,142269940,528,201812,0,-11
78735,406427,4767803,5558400,19,201511,0,0
47831,406427,4767803,6146480,22,201512,0,3
85944,406427,7174171,6767020,24,201601,2406368,2
76306,406427,7174171,6767020,24,201602,0,0
78231,406427,7174171,6568120,24,201603,0,0
57927,406427,7174171,6568120,24,201604,0,0
7883,406427,7174171,6568120,24,201605,0,0
27621,406427,7174171,6568120,24,201606,0,0
91108,406427,7174171,6957520,26,201607,0,2
42690,406427,7174171,6957520,26,201608,0,0
24941,406427,7174171,6642520,25,201609,0,-1
40638,406427,7174171,6642520,25,201610,0,0
72695,406427,7174171,6642520,25,201611,0,0
16436,406427,7174171,6642520,25,201612,0,0
55973,406427,8129231,6642520,25,201701,955060,0
13845,406427,8129231,6608420,26,201702,0,1
15544,406427,8129231,6608420,26,201703,0,0
20643,406427,8129231,6941600,27,201704,0,1
54108,406427,8129231,6844220,27,201705,0,0
72371,406427,8129231,7204220,28,201706,0,1
6317,406427,8129231,7651480,28,201707,0,0
47261,406427,8129231,7651480,28,201708,0,0
39762,406427,8129231,7651480,28,201709,0,0
39876,406427,8129231,7403440,27,201710,0,-1
10948,406427,8129231,7673440,29,201711,0,2
27228,406427,8129231,7506220,28,201712,0,-1
53201,406427,9173736,8068600,31,201801,1044505,3
4041,406427,9173736,8173540,31,201802,0,0
45125,406427,9173736,8173540,31,201803,0,0
13796,406427,9173736,8173540,31,201804,0,0
61484,406427,9173736,7571800,29,201805,0,-2
62619,406427,9173736,7135940,27,201806,0,-2
65122,406427,9173736,7433260,27,201807,0,0
34349,406427,9173736,7288640,27,201808,0,0
56866,406427,9173736,7288640,27,201809,0,0
13877,406427,9173736,7075700,26,201810,0,-1
1748,406427,9173736,7075700,26,201811,0,0
88428,406427,9173736,7075700,26,201812,0,0
47764,240035,3162411,3990820,17,201511,0,0
16941,240035,3162411,3990820,17,201512,0,0
83313,240035,2564967,3733420,16,201601,-597444,-1
9249,240035,2564967,4003420,17,201602,0,1
63236,240035,2564967,3778420,16,201603,0,-1
75429,240035,2564967,3778420,16,201604,0,0
84201,240035,2564967,3778420,16,201605,0,0
42165,240035,2564967,3778420,16,201606,0,0
91004,240035,2564967,4197920,16,201607,0,0
58564,240035,2564967,3882560,15,201608,0,-1
18753,240035,2564967,3632540,14,201609,0,-1
36865,240035,2564967,3947900,15,201610,0,1
16126,240035,2564967,3947900,15,201611,0,0
17962,240035,2564967,3947900,15,201612,0,0
71528,240035,4485207,3727860,14,201701,1920240,-1
92137,240035,4485207,3727860,14,201702,0,0
84626,240035,4485207,3727860,14,201703,0,0
41877,240035,4485207,3727860,14,201704,0,0
20347,240035,4485207,772000,4,201705,0,-10
63596,240035,4485207,772000,4,201706,0,0
92098,240035,4485207,824300,4,201707,0,0
78756,240035,4485207,1112300,5,201708,0,1
18455,240035,4485207,3680940,14,201709,0,9
21951,240035,4485207,3680940,14,201710,0,0
86364,240035,4485207,3680940,14,201711,0,0
6802,240035,4485207,3680940,14,201712,0,0
78339,228770,1673027,3997300,16,201511,0,0
2147,228770,1673027,3997300,16,201512,0,0
87246,228770,1666910,4159300,17,201601,-6117,1
84037,228770,1666910,4159300,17,201602,0,0
79633,228770,1666910,4159300,17,201603,0,0
73898,228770,1666910,3935200,16,201604,0,-1
98420,228770,1666910,4121500,17,201605,0,1
73366,228770,1666910,4121500,17,201606,0,0
32508,228770,1666910,4395180,17,201607,0,0
39587,228770,1666910,4395180,17,201608,0,0
37038,228770,1666910,4395180,17,201609,0,0
2071,228770,1666910,4395180,17,201610,0,0
69314,228770,1666910,4208880,16,201611,0,-1
6540,228770,1666910,4208880,16,201612,0,0
4458,228770,2084690,4157120,16,201801,417780,0
28012,228770,2084690,4516220,17,201802,0,1
86813,228770,2084690,4516220,17,201803,0,0
6573,228770,2084690,4516220,17,201804,0,0
89580,228770,2084690,4516220,17,201805,0,0
27997,228770,2084690,4516220,17,201806,0,0
51951,228770,2084690,4551340,17,201807,0,0
59981,228770,2084690,4551340,17,201808,0,0
48380,228770,2084690,4551340,17,201809,0,0
90937,228770,2084690,4279360,16,201810,0,-1
90681,228770,2084690,4279360,16,201811,0,0
42325,228770,2084690,4279360,16,201812,0,0
28765,415486,655117,1230740,5,201511,0,0
75112,415486,655117,1230740,5,201512,0,0
31174,415486,699086,1428740,6,201601,43969,1
64141,415486,699086,1428740,6,201602,0,0
35999,415486,699086,1428740,6,201603,0,0
59711,415486,699086,1230740,5,201604,0,-1
5976,415486,699086,1370240,6,201605,0,1
92257,415486,699086,1370240,6,201606,0,0
36037,415486,699086,1455360,6,201607,0,0
86910,415486,699086,1455360,6,201608,0,0
96316,415486,699086,1455360,6,201609,0,0
11464,415486,699086,1455360,6,201610,0,0
23110,415486,699086,1455360,6,201611,0,0
30124,415486,699086,1315860,5,201612,0,-1
69916,415486,905182,1315860,5,201701,206096,0
55126,415486,905182,1315860,5,201702,0,0
85516,415486,905182,1135420,4,201703,0,-1
59555,415486,905182,1135420,4,201704,0,0
50370,415486,905182,1135420,4,201705,0,0
87400,415486,905182,1135420,4,201706,0,0
95252,415486,905182,1329280,5,201707,0,1
67789,415486,905182,1329280,5,201708,0,0
50986,415486,905182,1599280,6,201709,0,1
96188,415486,905182,1599280,6,201710,0,0
44478,415486,905182,1599280,6,201711,0,0
38816,415486,905182,1599280,6,201712,0,0
87660,415486,1194966,1599280,6,201801,289784,0
81247,415486,1194966,1195540,5,201802,0,-1
40330,415486,1194966,1195540,5,201803,0,0
47860,415486,1194966,1042540,4,201804,0,-1
31043,415486,1194966,1213540,5,201805,0,1
12825,415486,1194966,1042540,4,201806,0,-1
88435,415486,1194966,1058200,4,201807,0,0
166,415486,1194966,1229200,5,201808,0,1
22692,415486,1194966,1229200,5,201809,0,0
25726,415486,1194966,1229200,5,201810,0,0
34989,415486,1194966,1229200,5,201811,0,0
42322,415486,1194966,1229200,5,201812,0,0
47489,429429,8685040,1941800,8,201511,0,0
44509,429429,8685040,1941800,8,201512,0,0
39942,429429,3229199,1941800,8,201601,-5455841,0
71397,429429,3229199,1966100,9,201602,0,1
68910,429429,3229199,2040440,9,201603,0,0
12003,429429,3229199,2016140,8,201604,0,-1
53895,429429,3229199,2016140,8,201605,0,0
18190,429429,3229199,2016140,8,201606,0,0
90715,429429,3229199,2297600,8,201607,0,0
88641,429429,3229199,2297600,8,201608,0,0
50355,429429,3229199,2297600,8,201609,0,0
27751,429429,3229199,2864600,10,201610,0,2
12606,429429,3229199,2546000,9,201611,0,-1
47990,429429,3229199,2546000,9,201612,0,0
46394,429429,16752449,2546000,9,201701,13523250,0
92270,429429,16752449,2546000,9,201702,0,0
16598,429429,16752449,2276000,8,201703,0,-1
98902,429429,16752449,2276000,8,201704,0,0
51429,429429,16752449,2276000,8,201705,0,0
1473,429429,16752449,2276000,8,201706,0,0
22705,429429,16752449,2434900,8,201707,0,0
4978,429429,16752449,2434900,8,201708,0,0
72310,429429,16752449,2434900,8,201709,0,0
81782,429429,16752449,2434900,8,201710,0,0
41638,429429,16752449,2729200,9,201711,0,1
66899,429429,16752449,2729200,9,201712,0,0
51618,429429,5916904,2729200,9,201801,-10835545,0
30607,429429,5916904,2729200,9,201802,0,0
86312,429429,5916904,3064900,11,201803,0,2
37017,429429,5916904,3064900,11,201804,0,0
60119,429429,5916904,3064900,11,201805,0,0
88167,429429,5916904,3064900,11,201806,0,0
86688,429429,5916904,3755460,12,201807,0,1
57910,429429,5916904,3755460,12,201808,0,0
73249,429429,5916904,3755460,12,201809,0,0
9776,429429,5916904,3755460,12,201810,0,0
88656,429429,5916904,3359740,11,201811,0,-1
87351,429429,5916904,3359740,11,201812,0,0
28724,151687,8037793,6187220,24,201511,0,0
